First Name,ga_first_name,ga_gender,ga_accuracy,ga_samples
Rameshwor Raya,Rameshwor,male,100,11
Padma Kumari,Padma Kumari,female,57,14
Basanta Kumar,Basanta Kumar,male,100,228
Mohammad Istiyak,Mohammad,male,100,7
Parbat,Parbat,male,83,6
Jagat Bahadur,Jagat Bahadur,male,100,31
Ram Kumari,Ram Kumari,male,96,277
Dhan Bahadur,Dhan Bahadur,male,100,5
Nawaraj,Nawaraj,male,100,37
Mitilal,,,,
Rambir,Rambir,male,75,4
Chiranjivi,Chiranjivi,male,100,5
Arjun Kumar,Arjun Kumar,male,100,6
Durga Prasad,Durga Prasad,male,100,3
Willem-alexander,Willem-Alexander,male,99,4257
Karin Kajsa,Karin Kajsa,female,99,2305
Carola,Carola,female,99,371
Ingrid,Ingrid,female,98,1559
Wopke,Wopke,male,93,14
Stef,Stef,male,90,701
Sigrid,Sigrid,female,98,103
Cora,Cora,female,97,210
Arie,Arie,male,97,1146
Wouter,Wouter,male,100,1717
Klaas Henderikus Willem,Klaas Henderikus Willem,male,98,4863
Hendrik,Hendrik,male,99,695
Karel Jan Gustaaf,Karel Jan Gustaaf,male,96,14300
Patsy,Patsy,female,75,4
Jacinda,Jacinda,female,100,7
Iain,Iain,male,100,29
Damien,Damien,male,100,26
Jenny,Jenny,female,98,130
Tracey,Tracey,female,99,106
Kelvin,Kelvin,male,100,39
Carmel,Carmel,female,100,5
Phil,Phil,male,99,146
Megan,Megan,female,100,127
Nanaia,Nanaia,unknown,50,2
Damien OÃ¢â  â,Damien,male,100,26
Graeme,Graeme,male,100,109
Rosemary,Rosemary,female,100,31
Daniel  Saavedra,Daniel,male,100,63
Rosario  Zambrana de Ortega,Rosario,female,100,10
Rosa Adelina  Castro,Rosa,female,100,25
Salvador,Salvador,male,100,23
Sumaya,Sumaya,female,96,457
Johana Vanessa,Johana Vanessa,female,100,58
Denis  Colindres,Denis,male,100,45
Maria Amelia  Kinloch,Maria Amelia,female,98,129
Carolina  Murillo,Carolina,female,94,51
Orlando  Delgadillo,Orlando,male,100,48
Alba Luz  Briones,Alba Luz,female,100,21
Anasha,Anasha,female,87,15
Oscar  Obregon,Oscar,male,100,128
Paul  Kelley,Paul,male,100,17
Wendy  Urbina,Wendy,female,95,40
Leonardo Ovidio  Ramirez,Leonardo,male,100,27
Francisco Obadiah  Hooker,Francisco,male,99,147
Jaime  Castillo,Jaime,male,100,43
Brigi,Brigi,female,98,677
Sadou,Sadou,male,80,15
Habi Mahamadou,Habi Mahamadou,male,97,245
Assoumana Mallam,Assoumana,male,89,9
Kalla,Kalla,male,100,3
Mohamed Ben,Mohamed Ben,male,99,209
Amina,Amina,female,96,52
Almoustapha,Almoustapha,male,100,38
Kadi,Kadi,female,93,14
Hassoumi,Hassoumi,male,100,9
Yahouza,Yahouza,male,100,6
Magagi,Magagi,male,100,10
Abdou,Abdou,male,96,220
Marou,Marou,male,86,7
Hassane Baraze,Hassane,male,98,143
Pierre Foumakoye,Pierre,male,100,8
Kane Aichatou,Kane Aichatou,female,93,59
Sani,Sani,male,98,90
Tidjani Idrissa,Tidjani Idrissa,male,96,135
Illiassou,Illiassou,male,100,23
Waziri,Waziri,male,75,4
Kaffa Rekiatou Christelle,Kaffa Rekiatou Christelle,female,97,27679
Barki,Barki,male,73,33
Mohamed Sanoussi,Mohamed Sanoussi,male,100,2
Kassoum,Kassoum,male,100,20
Amani,Amani,male,100,8
Tidjani ldrissa,Tidjani,male,100,12
Issoufou,Issoufou,male,96,151
Elback Adam,Adam,male,100,50
Moctar,Moctar,male,99,85
Ibrahim Issifi,Ibrahim Issifi,male,98,495
Barkai,Barkai,male,75,4
Albade,,,,
Ahmat,Ahmat,male,100,5
Lamido Ousseini Salamatou Bella,Ousseini Salamatou Bella,male,60,110
Maizoumbou Hapsatou,Maizoumbou,female,75,4
Ouhoumoudou,,,,
Rhissa Ag,Rhissa,male,100,4
Hassana,Hassana,female,100,6
Muhammadu,Muhammadu,male,100,17
Oluyemi  Yemi,Oluyemi Yemi,male,80,1317
Mohammed Sabo,Mohammed Sabo,male,97,2145
Hadi,Hadi,male,91,35
Ali Isa,Ali Isa,male,95,1041
Bashir,Bashir,male,98,692
Adamu,Adamu,male,97,662
Mohammed Musa,Mohammed Musa,male,100,8
Zainab Shamsuna,Zainab,female,98,601
Geoffrey,Geoffrey,male,100,95
Osagie,Osagie,male,95,222
Sadiya Umar,Sadiya Umar,male,95,1488
Otunba Adeniyi,Otunba Adeniyi,male,96,1817
Lai,Lai,male,96,26
Rauf,Rauf,male,97,38
Abubakar,Abubakar,male,98,2197
Olamilekan,Olamilekan,male,98,1042
Godswill Obot,Godswill Obot,male,97,498
Mohammed Maigari,Mohammed Maigari,male,97,2095
Sale,,,,
Ogbonnaya,Ogbonnaya,male,99,67
Rotimi,Rotimi,male,96,793
Suleiman,Suleiman,male,97,818
Dame Pauline,Dame Pauline,female,96,93
Babatunde Raji,Babatunde Raji,male,96,2451
Sunday,Sunday,male,98,3222
Mustapha Baba,Mustapha Baba,male,97,1585
Clement Ikanade,Clement,male,97,929
Emeka,Emeka,male,99,2296
Sharon,Sharon,female,94,786
Ramatu Tijani,Ramatu Tijani,male,85,424
Zubairu,Zubairu,male,100,73
Adeleke,Adeleke,male,91,662
Omotayo,Omotayo,male,77,659
Uchechukwu,Uchechukwu,male,85,147
Festus,Festus,male,98,875
Timipre,Timipre,male,60,10
Gbemisola,Gbemisola,female,84,224
Sylvanus Adiewere,Sylvanus,male,98,123
Tijjani Muhammad Bande,Tijjani Muhammad Bande,male,99,1603
Gjorge,Gjorge,male,100,11
Koco,Koco,male,79,73
Bujar,Bujar,male,96,1172
Hazbi,Hazbi,male,76,25
Ljupco,Ljupco,male,98,122
Asaf,Asaf,male,98,727
Radmila,Radmila,female,98,959
Kreshnik,Kreshnik,male,99,348
Sadulla,Sadulla,male,82,17
Venko,Venko,male,100,29
Damjan,Damjan,male,99,589
Bilen,Bilen,male,75,102
Suhejl,Suhejl,male,100,5
Goran,Goran,male,99,8120
Zorica,Zorica,female,98,1022
Samka,Samka,female,68,34
Adnan,Adnan,male,97,23277
Vasko,Vasko,male,98,319
Vasile,Vasile,male,96,3203
Harald,Harald,male,99,321
Erna,Erna,female,92,13
Olaug Vervik,Olaug,female,93,14
Kjell Ingolf,Kjell Ingolf,male,99,404
Ola,Ola,male,93,287
Trine Skei,Trine,female,100,238
Jan Tore,Jan Tore,male,100,33
Sylvi,Sylvi,female,100,17
Siv,Siv,female,97,103
Harald Tom,Harald Tom,male,99,925
Ine Eriksen,Ine,female,96,27
Bent,Bent,male,91,55
Dag Inge,Dag Inge,male,100,374
Joran,Joran,male,99,232
Anniken,Anniken,female,98,44
Kjell-Borge,Kjell-Borge,male,99,402
Iselin,Iselin,female,98,54
Torbjorn Roe,Torbjorn Roe,male,100,13
Jon Georg,Jon Georg,male,99,428
Oystein,Oystein,male,100,27
Kare,Kare,male,100,5
bin Said Al Said,Bin Said Al Said,male,95,1915
bin Shihab Al Said,Bin Shihab Al Said,male,94,1215
bin Mahmud Al Said,Bin Mahmud Al Said,male,94,1161
Fuad bin Jafar bin Muhammad al,Fuad Bin Jafar Bin Muhammad Al,male,92,572
Abdallah bin Muhammad bin Abdallah al,Abdallah Bin Muhammad Bin Abdallah Al,male,92,608
Khalid bin Umar bin Said al,Khalid Bin Umar Bin Said Al,male,96,2268
Ali bin Masud bin Ali al,Ali Bin Masud Bin Ali Al,male,96,3446
bin Hilal bin Saud al-Busaidi,Bin Hilal Bin Saud Al-Busaidi,male,99,417
Madiha bint Ahmad bin Nasir al,Madiha Bint Ahmad Bin Nasir Al,male,89,790
Muhammad bin Salim bin Said al,Muhammad Bin Salim Bin Said Al,male,96,2150
Ahmed Mohammad Obaid,Ahmed Mohammad Obaid,male,98,2922
bin Tariq Al Said,Bin Tariq Al Said,male,95,1337
bint Saud al-Busaidi,Bint Saud Al-Busaidi,male,84,190
Muhammad bin Saif al,Muhammad Bin Saif Al,male,94,965
Ali bin Muhammad,Ali Bin Muhammad,male,98,1664
bin Faisal bin Said al-Busaidi,Bin Faisal Bin Said Al-Busaidi,male,98,1238
Abdul al-Malik bin Abdallah bin Ali al,Abdul Bin Abdallah Bin Ali Al,male,96,2161
Abdallah bin Muhammad bin Said al,Abdallah Bin Muhammad Bin Said Al,male,95,1337
Abdallah bin Nasser bin Abdallah al,Abdallah Bin Nasser Bin Abdallah Al,male,94,926
Muhammad bin Hamad bin Sayf al,Muhammad Bin Hamad Bin Al,male,92,704
Ahmad bin Abdallah bin Muhammad al,Ahmad Bin Abdallah Bin Muhammad Al,male,93,904
Sultan bin Muhammad al,Sultan Bin Muhammad Al,male,95,946
bin Said bin Said al-Kalbani,Bin Said Bin Said Al-Kalbani,male,97,1562
Saad bin Muhammad bin Said al-Mardhuf al,Saad Bin Muhammad Bin Said Al,male,95,1347
Ahmad bin Nasir bin Hamad al,Ahmad Bin Nasir Bin Hamad Al,male,93,937
Ahmad bin Muhammad bin Salim al,Ahmad Bin Muhammad Bin Salim Al,male,95,1717
al-Mutasim bin Hamud al-Busaidi,Bin Al-Busaidi,male,97,29
bin Hamud al-Busaidi,Bin Al-Busaidi,male,97,29
bin Saud bin Harib al-Busaidi,Bin Saud Bin Harib Al-Busaidi,male,99,213
Darwish bin Ismail bin Ali,Darwish Bin Ismail Bin Ali,male,97,1638
Yusuf bin  bin Abdallah,Yusuf Bin Bin Abdallah,male,98,124
al-Fadhl bin Muhammad bin Ahmad alHarthi,Bin Muhammad Bin Ahmad Alharthi,male,96,509
Salim bin Abdallah al,Salim Bin Abdallah Al,male,95,1270
Abd al-Aziz bin Muhammad al,Abd Bin Muhammad Al,male,92,563
Muhammad bin,Muhammad Bin,male,99,151
bin Taymur Al Said,Bin Al Said,male,94,1156
Umar bin Abd al-Munim al,Umar Bin Abd Al,male,91,454
Abdallah bin Salih Khalfan al,Abdallah Bin Salih Khalfan Al,male,91,503
Tahir bin Salim al,Tahir Bin Salim Al,male,95,1265
Hunaina bint Sultan bin Ahmad al,Bint Sultan Bin Ahmad Al,male,92,1169
Khalifa bin Ali bin Issa,Khalifa Bin Ali Bin Issa,male,98,1776
Arif,Arif,male,99,961
Imran,Imran,male,99,5157
Ghulam Sarwar,Ghulam Sarwar,male,100,6
Murad,Murad,male,100,188
Pervez,Pervez,male,99,88
Zubaida,Zubaida,female,100,15
Muhammad Hammad,Muhammad Hammad,male,99,177
Omar Ayub,Omar Ayub,male,99,455
Shafqat,Shafqat,male,97,286
Makhdoom Shah Mahmood,Makhdoom Shah Mahmood,male,97,1414
Chaudhary Tariq Bashir,Chaudhary Tariq Bashir,male,99,2307
Shireen,Shireen,female,86,37
Khalid Maqbool,Khalid Maqbool,male,99,2092
Ijaz Ahmad,Ijaz Ahmad,male,83,6
Fehmida,Fehmida,female,100,14
Ali Amin Khan,Ali Amin Khan,male,98,12732
Muhammad Farogh,Muhammad,male,99,21722
Syed Ali Haider,Syed Ali Haider,male,100,3
Shehryar Khan,Shehryar Khan,male,100,2
Sahibzada Muhammad Mehboob,Sahibzada Muhammad Mehboob,male,99,21996
Muhammad Azam Khan,Muhammad Azam Khan,male,99,23779
Khusro,Khusro,male,100,3
Mohammadmian,,,,
Sheikh Rashid,Sheikh Rashid,male,99,2170
Noor-Ul-Haq,Noor-Haq,male,65,918
Chaudhry Fawad,Chaudhry Fawad,male,99,792
Muhammad Faisal,Muhammad Faisal,male,98,63
Tariq,Tariq,male,99,1948
Asad Majeed,Asad Majeed,male,99,3644
Maleeha,Maleeha,female,96,50
Thomas Esang,Thomas,male,100,2
Raynold,Raynold,male,100,58
Baklai,,,,
Sinton,Sinton,male,100,4
Elbuchel,,,,
Emais,Emais,unknown,50,2
Umiich,,,,
Faustina,Faustina,female,94,478
Secilil,Secilil,male,75,4
Ernestine,Ernestine,female,97,509
Hersey,Hersey,male,64,36
Ngedikes Olai,Olai,male,60,10
Laurentino  Cohen,Laurentino,male,75,4
Jose Gabriel,Jose Gabriel,male,100,3
Augusto,Augusto,male,100,20
Ramon,Ramon,male,100,32
Maruja,Maruja,female,92,226
Alejandro,Alejandro,male,100,109
Rosario,Rosario,female,100,21
Doris,Doris,female,100,29
Rafael,Rafael,male,99,104
Rolando,Rolando,male,99,73
Markova,Markova,female,71,7
Gustavo,Gustavo,male,99,77
Kenia Isolda,Kenia,female,100,22
Rolando Julio   de Alba,Rolando Julio Alba,male,92,196
Juan Ricardo,Juan Ricardo,male,99,431
Meliton  Ruiz,Meliton,male,75,4
Bob,Bob,male,100,4
Davis Madava,Davis,male,86,7
Puka,Puka,male,75,4
Timothy,Timothy,male,93,14
Wake,Wake,male,100,71
Lekwa,Lekwa,male,75,4
Chris Yer,Chris,male,95,37
Saki Hacky,Saki,male,100,2
Wera,Wera,female,89,298
Rainbo,Rainbo,female,100,6
Lino,Lino,male,98,6622
Solan,Solan,unknown,50,2
Jelta,,,,
Nick Kopia,Nick,male,100,10
Westly,Westly,male,92,38
Pila Kole,Pila Kole,male,98,4379
Alfred Luke,Alfred Luke,male,100,27
Johnson Ibo,Johnson,male,100,9
Sam,Sam,male,92,24
Kerenga,Kerenga,male,75,4
Bryan Jared,Bryan,male,100,10
Soroi,Soroi,male,67,3
Sasindran,Sasindran,male,100,11
Michael Buku,Michael,male,100,76
Loi,Loi,male,75,4
Rupa Abraham,Abraham,male,100,12
Teresa  Acosta,Teresa,female,95,21
Ariel,Ariel,male,99,84
Benigno,Benigno,male,75,4
Luis Alberto,Luis Alberto,male,100,19
Liz,Liz,female,99,103
Alejandro  Vierci,Alejandro,male,100,75
Juan Ernesto,Juan Ernesto,male,100,180
Bernardino  Estigarribia,Bernardino,male,100,2
Arnoldo,Arnoldo,male,98,420
Dany,Dany,male,100,12
Nilda,Nilda,female,100,16
Jose  Sienra,Jose,male,98,181
Manuel Maria  Cardozo,Manuel Maria,female,70,151
Jose Antonio,Jose Antonio,male,100,5
Martin Alberto  Cornejo,Martin Alberto,male,100,1144
Vicente Antonio  Salinas,Vicente Antonio,male,100,636
Jorge Luis  Chavesta,Jorge Luis,male,99,5213
Sonia  Oneeglio,Sonia,female,99,235
Walter Roger  Ruiz,Walter Roger Ruiz,male,99,932
Ariela Maria de los Milagros  Florez,Ariela Maria de Los Milagros,female,98,1682
Maria Antonieta  Luperdi,Maria Antonieta,female,98,806
Flor Aidee  Medina,Flor,female,97,219
Juan Carlos  Yonsen,Juan Carlos,male,99,4966
Fabiola Martha  Dodero,Fabiola Martha,female,99,385
Gustavo Adolfo   Velasquez,Gustavo Adolfo,male,100,663
Edgar Manuel  Vela,Edgar Manuel,male,99,1667
Maria Elizabeth Jacqueline  Pereyra,Maria Elizabeth Jacqueline,female,98,1647
Rodolfo Eugenio  Wendorff,Rodolfo Eugenio,male,100,218
Carlos  Soto,Carlos,male,100,3269
Ana Teresa  Vergara,Ana Teresa,female,97,678
Sylvia Elizabeth  Pizarro,Sylvia Elizabeth,female,99,761
Rocio Ingred  Alvarado,Rocio Alvarado,female,98,437
Edmer  Mori,Edmer,male,100,3
Gloria Edelmira  Figueroa,Gloria Edelmira,female,100,200
Julio  Flores,Julio Flores,male,100,936
Hugo de Zela Martinez,Hugo De,male,100,441
Nestor  Bardales,Nestor,male,100,141
Leni,Leni,female,100,29
Karlo,Karlo,male,99,84
Wendel,Wendel,male,95,22
Leonor,Leonor,female,100,35
Roy,Roy,male,99,352
Teodoro,Teodoro,male,95,20
Francisco,Francisco,male,100,145
Gregorio,Gregorio,male,96,27
Menardo,Menardo,male,100,2
Silvestre,Silvestre,male,100,8
Delfin,Delfin,male,97,32
Fortunato de la,Fortunato de La,male,59,51
Bernadette Romulo,Bernadette Romulo,female,86,370
Hermogenes,Hermogenes,male,100,5
Benjamin,Benjamin,male,100,192
Jose Manuel de Gallego,Jose Manuel De,male,99,705
Kira,Kira,female,60,15
Andrzej,Andrzej,male,99,20213
Mateusz,Mateusz,male,100,22955
Piotr,Piotr,male,99,40427
Jacek,Jacek,male,99,14764
Jaroslaw,Jaroslaw,male,99,666
Jan Krzysztof,Jan Krzysztof,male,100,3
Marek,Marek,male,99,24343
Jadwiga,Jadwiga,female,99,1656
Krzysztof,Krzysztof,male,100,25586
Henryk,Henryk,male,99,1666
Bozena,Bozena,female,98,1035
Marian,Marian,male,98,2391
Lukasz,Lukasz,male,99,4431
Elzbieta,Elzbieta,female,99,1297
Jerzy,Jerzy,male,99,4258
Zbigniew,Zbigniew,male,100,4218
Mariusz,Mariusz,male,99,18575
Dariusz,Dariusz,male,99,8140
Witold,Witold,male,100,1107
Michal,Michal,male,99,6580
Beata,Beata,female,98,14282
Joanna,Joanna,female,98,21216
Marcelo,Marcelo,male,98,1475
Antonio Luis Santos da,Antonio Luis Santos Da,male,98,35780
Mariana  da Silva,Mariana Da Silva,female,81,5191
Maria do Ceu,Maria Do Ceu,female,100,80
Graca,Graca,female,98,142
Tiago  Rodrigues,Tiago Rodrigues,male,99,14038
Joao Pedro Matos,Joao Pedro Matos,male,99,53347
Pedro Manuel Dias de Jesus,Pedro Manuel Dias de Jesus,male,99,43656
Francisca,Francisca,female,99,660
Ana,Ana,female,98,31130
Joao Gomes,Joao Gomes,male,91,23
Manuel,Manuel,male,99,11728
Ricardo  Santos,Ricardo Santos,male,99,20285
Domingos Teixeira de Abreu,Domingos Teixeira de Abreu,male,96,1413
bin Hamad Al Thani,Bin Hamad Al Thani,male,97,665
bin Nasir bin Khalifa Al Thani,Bin Nasir Bin Khalifa Al Thani,male,95,244
Ahmad bin Abdallah al,Ahmad Bin Abdallah Al,male,96,775
Isa Saad al-Jafali al,Isa Saad Al,male,95,221
Salih bin Ghanim bin Nasir al,Salih Bin Ghanim Bin Nasir Al,male,95,191
Salih Muhammad Salim al,Salih Muhammad Salim Al,male,97,336
bin Jasim bin Muhammad Al Thani,Bin Jasim Bin Muhammad Al Thani,male,97,290
Muhammad Abd al-Wahid Ali al,Muhammad Abd Ali Al,male,97,1845
Ghayth bin Mubarak al,Bin Mubarak Al,male,93,157
Muhammad Salih al,Muhammad Salih Al,male,97,238
Sharif al-Imadi,Sharif,male,91,11
bin Abd al-Rahman Al Thani,Bin Abd Al Thani,male,92,141
Hasan Lahdan Saqr al,Hasan Saqr Al,male,95,179
Muhammad bin Abdallah bin Mitib al,Muhammad Bin Abdallah Bin Al,male,96,291
al-Kuwari,Al-Kuwari,male,100,5
Jasim Saif Ahmad al,Jasim Saif Ahmad Al,male,97,831
bin Muhammad al-Atiyah,Bin Muhammad,male,99,154
bin Saud Al Thani,Bin Saud Al Thani,male,94,136
bin Hamad bin Muhammad Al Thani,Bin Hamad Bin Muhammad Al Thani,male,97,819
bint Ahmad bin Saif Al Thani,Ahmad Bin Saif Al Thani,male,97,814
Klaus,Klaus,male,94,34
Ludovic,Ludovic,male,100,29
Gratiela Leocadia,Gratiela,female,98,65
Viorel,Viorel,male,99,1437
Petre,Petre,male,94,597
Stefan-Radu,Stefan-Radu,male,96,5446
Oetru Bogdan,Bogdan,male,99,4377
Danut,Danut,male,99,445
Rovana,Rovana,female,100,2
Ramona Nicole,Ramona Nicole,female,98,1348
Sorina,Sorina,female,99,390
Carmen Daniela,Carmen Daniela,female,100,6
Tudorel,Tudorel,male,100,71
Lia-Olguta,Lia-Olguta,female,99,198
Mihai-Viorel,Mihai-Viorel,male,99,7218
Eugen Orlando,Eugen Orlando,male,99,1002
Nicolae,Nicolae,male,94,1265
Natalia-Elena,Natalia-Elena,female,99,3951
Bogdan Gheorghe,Bogdan Gheorghe,male,100,4
Lucian,Lucian,male,99,1852
Ioan,Ioan,male,99,1600
Ioana,Ioana,female,97,2631
Mugur,Mugur,male,99,79
George Cristian,George Cristian,male,100,13
Vladimir Vladimirovich,Vladimir Vladimirovich,male,100,2
Dmitriy Anatolyevich,Dmitriy,male,100,2289
Anton Germanovich,Anton,male,100,4797
Maksim Alekseyevich,Maksim,male,100,1063
Yuriy Ivanovich,Yuriy,male,99,589
Konstatin Anatolyevich,Konstatin,male,75,4
Tatyana Alekseyevna,Tatyana,female,98,1898
Olga Yuryevna,Olga,female,98,8703
Aleksey Vasilyevich,Aleksey,male,99,1792
Dmitriy Nikolayevich,Dmitriy,male,100,2289
Vitaliy Leyontyevich,Vitaliy,male,100,696
Yuriy Petrovich,Yuriy Petrovich,male,99,598
Yevgeniy Nikolayevich,Yevgeniy,male,100,45
Vladimir Rostislavovich,Vladimir,male,99,5819
Sergey Kuzhugetovich,Sergey,male,100,9144
Konstantin Yuryevich,Konstantin,male,100,2239
Maksim Stanislavovich,Maksim,male,100,1063
Aleksandr Valentinovich,Aleksandr,male,100,2515
Aleksandr Aleksandrovich,Aleksandr,male,100,2515
Sergey Viktorovich,Sergey,male,100,9144
Veronika Igoryevna,Veronika,female,98,743
Denis Valentinovich,Denis,male,100,4644
Vladimir Aleksandrovich,Vladimir Aleksandrovich,male,100,2
Aleksandr Vladimirovich,Aleksandr Vladimirovich,male,100,2520
Maksim Anatolyevich,Maksim,male,100,1063
Mikhail Mikhaylovich,Mikhail,male,100,2058
Pavel Anatolyevich,Pavel,male,100,4094
Yevgeniy Ivanovich,Yevgeniy,male,100,45
Sergey Yevgenyevich,Sergey,male,100,9144
Aleksandr Vasilyevich,Aleksandr,male,100,2515
Nikolay Platonovich,Nikolay,male,100,1673
Yuriy Yakovlevich,Yuriy,male,99,589
Elvira Sakhipzadovna,Elvira,female,98,342
Anatoliy Ivanovich,Anatoliy,male,99,316
Vasiliy Alekseyevich,Vasiliy,male,99,541
Marie-Solange,Marie-Solange,female,99,116
Germaine,Germaine,female,100,12
Uzziel,Uzziel,male,75,4
Solina,Solina,male,51,479
Paula,Paula,female,100,3
Claver,Claver,male,100,10
Johnston,Johnston,male,88,94
Anastase,Anastase,male,96,26
Fanfan,Fanfan,female,59,1421
Aurore Mimosa,Aurore,female,100,6
Soraya,Soraya,female,98,8231
Judith,Judith,female,100,22
Fulgence,Fulgence,male,100,15
Eugene-Richard,Eugene-Richard,male,99,191
Evode,Evode,male,100,11
Olivier,Olivier,male,98,165
Claudine,Claudine,female,98,90
Isaac,Isaac,male,97,33
Alvera,Alvera,female,100,2
Claire,Claire,female,98,49
Mathilde,Mathilde,female,100,5
Cuthbert Montraville,Cuthbert,male,97,158
Vance,Vance,male,100,3416
Mark Anthony Graham,Anthony,male,100,3
Lindsay,Lindsay,female,94,10143
Thelma,Thelma,female,98,1727
Delano Frank,Delano Frank,male,99,66724
Pearlette,Pearlette,female,100,2
Allen,Allen,male,96,10293
Bradley,Bradley,male,100,3
Guy,Guy,male,98,20859
Gale,Gale,female,75,4
Lenard,Lenard,male,98,213
Ubaldus,Ubaldus,male,100,3
Hermangild,Hermangild,male,100,3
Stephenson,Stephenson,male,99,81
Sarah,Sarah,female,98,127402
Marlene Malahoo,Marlene,female,98,11755
Anton Edsel,Anton Edsel,male,99,24469
Menissa,Menissa,female,75,4
Frederick Nathaniel,Frederick Nathaniel,male,99,9657
Ralph Everard,Ralph,male,75,4
Louis,Louis,male,97,22473
Saboto,Saboto,male,75,4
St  Clair,St  Clair,female,54,2285
Camillo,Camillo,male,99,1195
Montgomery,Montgomery,male,89,113
Cecil,Cecil,male,91,4024
Julian,Julian,male,95,24021
Lou-Anne Gaylene,Lou-Anne Gaylene,female,96,148
Inga Rhonda,Inga Rhonda,female,98,8774
Tuimalealiifano Vaaletoa,,,,
Fatiaalofa Aiono Lupesolia'i Sailele Malielegaoi,,,,
Naomi Mata'afa,Naomi,female,75,4
Natanielu Mua,Mua,male,66,156
Fio Selafi Joseph Purcell,Joseph,male,100,5
Lepuiai Rio Tupai,Rio Tupai,male,90,4258
Solamalemalo Keneti Sio,Sio,male,76,149
Epa Tuioti,Epa,female,73,162
Kika Stowers-Ah Kau,Kika Kau,female,89,2956
Katopau Ainu'u,,,,
Fatiaalofa Aiono Lupesolia  Sailele Malielegaoi,,male,67,3
Fea Leniu Tionisio Hunt,Fea Leniu Hunt,male,52,150
Fata Pinati,Fata,male,75,4
Tuitama Talalelei Leao,Leao,male,91,106
Niko Lee Hang,Niko Lee,male,86,51732
Lemalu Hermann,Hermann,male,97,4973
Atalina,Atalina,female,100,3
Feturi,Feturi,female,75,4
Antonella,Antonella,female,100,4
Pasquale,Pasquale,male,75,4
Valeria,Valeria,female,83,6
Romeo,Romeo,male,75,4
Gian Carlo,Gian Carlo,male,100,20
Fabio,Fabio,male,100,51
Damiano,Damiano,male,100,3
Daniele,Daniele,male,100,38
Evaristo,Evaristo,male,100,2
Francisco Martins,Francisco,male,100,8
Julieta Izidro,Julieta,female,75,4
Elsa,Elsa,female,100,7
Ivete da Graca,Ivete,female,75,4
Osvaldo,Osvaldo,male,100,15
Vinicius Xavier,Vinicius,male,75,4
Wuando Borge,Borge,male,97,29
Maria do Carmo Trovoada,Maria,female,100,14
Carlos Filomeno Azevedo Agostinho das,Carlos Agostinho,male,100,39
bin Abd al-Aziz Al Saud,Bin Abd Al-Aziz Al Saud,male,95,3987
Sulayman bin Abdallah al,Sulayman Bin Abdallah Al,male,90,1738
Majid bin Abdallah al,Majid Bin Abdallah Al,male,92,2381
Abdallah bin Ammar al,Abdallah Bin Ammar Al,male,93,2737
bin Abdallah bin Muhammad bin Farhan Al Saud,Bin Abdallah Bin Muhammad Bin Farhan Al Saud,male,96,6022
Muhammad bin Mazyad al,Muhammad Bin Mazyad Al,male,94,2694
Hamad bin Muhammad bin Hamad al,Hamad Bin Muhammad Bin Hamad Al,male,95,5114
Abd al-Rahman bin Abd al-Muhsin al,Abd Bin Abd Al,male,91,1972
Faysal bin,Faysal Bin,male,96,184
Muhammad Salih,Muhammad Salih,male,99,1600
Tawfiq bin Fawzan al,Tawfiq Bin Fawzan Al,male,88,1324
Majid al,Majid Al,male,100,5
Turki bin Abdallah al,Turki Bin Abdallah Al,male,94,3726
Bandar al,Bandar Al,male,95,19
bin Saud bin Nayif bin Abd al-Aziz Al Saud,Bin Saud Bin Nayif Bin Abd Al-Aziz Al Saud,male,96,6610
Abd al-Latif bin Abd al-Aziz bin Abd al-Rahman,Abd Bin Abd Al-Aziz Bin Abd,male,97,1309
Walid bin Muhammad bin Salid al,Walid Bin Muhammad Bin Al,male,95,3389
Ahmad bin Sulayman bin Abd al-Aziz al,Ahmad Bin Sulayman Bin Abd Al-Aziz Al,male,96,9977
Salih bin Nasir bin Ali Al,Salih Bin Nasir Bin Ali Al,male,96,13956
Muhammd bin Faysal bin Jabir,Muhammd Bin Faysal Bin Jabir,male,96,340
Muhammad bin Abd al-Malik,Muhammad Bin Abd,male,99,1909
Salih bin Abd al-Aziz bin Muhammad bin Ibrahim,Salih Bin Abd Al-Aziz Bin Muhammad Bin Ibrahim,male,98,5071
Musaid bin Muhammad al,Musaid Bin Muhammad Al,male,94,2688
Khalid bin Abd al-Rahman al,Khalid Bin Abd Al,male,96,7796
Adil al-Ahmad al,Adil Al,male,91,1738
Fahd bin Abdallah bin Abd al-Latif al,Fahd Bin Abdallah Bin Abd Al,male,94,3444
Mutalib bin Abdallah al,Bin Abdallah Al,male,90,1735
Isam bin Saad bin,Isam Bin Saad Bin,male,97,4306
Ibrahim al,Ibrahim Al,male,95,22
Abd al-Aziz bin Abdallah,Abd Al-Aziz Bin Abdallah,male,97,960
bint Bandar bin Abd al-Aziz Al Saud,Bint Bandar Bin Abd Al-Aziz Al Saud,male,95,5248
Abdallah bin Yahya al,Abdallah Bin Yahya Al,male,93,2683
Macky,Macky,male,94,31
Mohammed Abdallah Boun,Mohammed Abdallah,male,97,109
Maxime Jean Simon,Maxime Jean Simon,male,98,735
Mbagnick,Mbagnick,male,100,60
Papa Abdoulaye,Papa Abdoulaye,male,100,75
Maimouna,Maimouna,female,99,515
