First Name,ga_first_name,ga_gender,ga_accuracy,ga_samples
Taro,Taro,male,98,362
Yoshihide,Yoshihide,male,100,29
Taku,Taku,male,99,469
Hiroshi,Hiroshi,male,99,1448
Koichi,Koichi,male,99,394
Shinjiro,Shinjiro,male,96,27
Toshimitsu,Toshimitsu,male,100,34
Katsunobo,,,,
Sanae,Sanae,female,97,76
Masako,Masako,female,99,140
Kazuyoshi,Kazuyoshi,male,100,97
Seiichi,Seiichi,male,99,104
Kazunori,Kazunori,male,100,192
Ryota,Ryota,male,100,574
Naokazu,Naokazu,male,100,6
Kajiyama,Kajiyama,male,75,4
Seigo,Seigo,male,100,48
Hiroshige,Hiroshige,male,100,6
Yasutoshi,Yasutoshi,male,93,14
Seiko,Seiko,female,97,72
Haruhiko,Haruhiko,male,100,41
Shinsuke,Shinsuke,male,100,139
Koro,Koro,male,67,6
Abdallah,Abdallah,male,99,335
Basim,Basim,male,100,21
Muthana,Muthana,male,100,7
Tayseer,Tayseer,male,100,42
Hala,Hala,female,96,211
Saleh,Saleh,male,99,270
Mohammad al,Mohammad Al,male,91,34
Ayman al,Ayman Al,male,98,655
Saad al,Saad Al,male,99,229
Muhyiddine,,,,
Tareq,Tareq,male,99,506
Salameh,Salameh,male,100,23
Bassam,Bassam,male,97,227
Nidal,Nidal,male,96,164
Walid,Walid,male,100,143
Wissam,Wissam,male,86,42
Falah,Falah,male,100,21
Basma,Basma,female,100,24
Yasera,Yasera,male,67,3
Mubarak,Mubarak,male,100,5
Amjad,Amjad,male,99,367
Sami,Sami,male,98,619
Majd,Majd,male,71,168
Khalid,Khalid,male,99,415
Raed,Raed,male,98,566
Fares,Fares,male,98,222
Ziad,Ziad,male,98,212
Dina,Dina,female,96,116
Sima,Sima,female,100,9
Nursultan,Nursultan,male,99,120
Kasym-Zhomart,Kasym-Zhomart,male,100,18
Askar,Askar,male,100,178
Alikhan,Alikhan,male,100,20
Berdibek,Berdibek,male,100,2
Roman,Roman,male,100,7094
Saparkhan,,,,
Aktoty,Aktoty,female,100,9
Nurlan,Nurlan,male,97,204
Magzum,Magzum,male,100,3
Askhat,Askhat,male,100,85
Yelzhan,Yelzhan,male,75,4
Beybut,,,,
Dauren,Dauren,male,99,145
Yerlan,Yerlan,male,100,94
Marat,Marat,male,98,166
Birzhan,Birzhan,male,100,30
Ruslan,Ruslan,male,100,339
Bakhyt,Bakhyt,female,59,29
Kalmukhanbet,,,,
Karim,Karim,male,100,13
Gizat,Gizat,male,75,4
Yerbolat,Yerbolat,male,100,21
Yerzhan,Yerzhan,male,99,68
Kayrat,Kayrat,male,100,13
Uhuru,Uhuru,male,100,6
Mwangi,Mwangi,male,92,270
Raychelle,Raychelle,female,100,10
Eugene,Eugene,male,99,191
Adan Abdulla,Adan Abdulla,male,99,69
Keriako,,,,
Monica,Monica,female,97,189
Sicily Kanina,Sicily Kanina,female,100,10
Joseph Wakaba,Joseph Wakaba,male,99,2668
Fred,Fred,male,99,739
Ukur,Ukur,male,100,2
Farida,Farida,female,100,43
Margaret,Margaret,female,99,586
Amina Chawahir,Amina,female,96,121
Najib,Najib,male,91,11
James Wainaina,James Wainaina,male,99,2911
Paul Kihara,Paul Kihara,male,99,1941
Patrick Ngugi,Patrick Ngugi,male,99,1716
Robinson Njeru,Robinson Njeru,male,94,151
Lazarus,Lazarus,male,100,45
Taneti,Taneti,male,75,4
Teuea,Teuea,male,100,2
Atarake,,,,
Tetabo,Tetabo,male,75,4
Tauanei,,,,
Kobebe,,,,
Ioteba,,,,
Mikarite,,,,
Taoaba,,,,
Tetiro,,,,
Teburoro,,,,
Il Sung,Il Sung,male,100,3
Jong Il,Jong Il,male,100,6
Jong Un,Jong Un,male,100,2
Ryong Hae,Ryong Hae,male,59,134
Pong Ju,Pong Ju,male,63,6043
Pu Il,Pu Il,male,85,3253
Son Hui,Son Hui,male,76,5792
Kyong Thaek,Kyong,male,61,33
Jae Ryong,Jae Ryong,male,76,1639
Su Gil,Su Gil,male,67,10696
Yong Chol,Yong Chol,male,87,2379
Kwang Chol,Kwang Chol,female,56,871
Man Gon,Man Gon,male,91,9026
Su Yong,Su Yong,male,91,11
Yong Ho,Yong Ho,male,100,21
Jong Su,Jong Su,male,100,8
Yong Gil,Yong Gil,male,100,6
Yong Dae,Yong Dae,male,100,9
Hyong Chol,Hyong Chol,male,81,130
Yong Rim,Yong Rim,female,58,5644
Yong Ju,Yong Ju,male,78,9
Yong Guk,Yong Guk,male,86,2307
Chun Sil,Chun Sil,female,58,2603
Ji Yong,Ji Yong,male,100,18
Myong Chol,Myong Chol,male,79,139
Su Rin,Su Rin,female,69,5472
Chang Yop,Chang Yop,male,73,2828
Nung,Nung,male,54,372
Chol,Chol,male,82,117
Thae Song,Thae Song,male,59,160
Chol Min,Chol Min,male,65,5050
Kum Hui,Kum Hui,male,51,1896
Chol Ung,Chol Ung,male,78,236
Kwang Ho,Kwang Ho,male,100,24
Tok Hun,Tok Hun,male,87,777
In Ho,In Ho,male,100,3
Ju,Ju,male,55,4734
Ryong Nam,Ryong Nam,male,79,5553
Tu Chol,Tu Chol,male,71,2731
Jong Ho,Jong Ho,male,100,40
Sung Du,Sung Du,male,82,2004
Ui Gyong,Ui Gyong,male,62,128
Chung Gil,Chung Gil,male,89,8063
Sung Ho,Sung Ho,male,100,60
Kil Ryong,Kil Ryong,male,73,284
Myong Hak,Myong Hak,male,89,534
Kyong Nam,Kyong Nam,male,79,5556
Hun,Hun,male,87,557
Kang Son,Kang Son,male,88,6665
Chun Nam,Chun Nam,male,83,6
Man Su,Man Su,male,71,12625
Jae Song,Jae Song,male,77,1683
Yong Jae,Yong Jae,male,92,13
Chun Sop,Chun Sop,male,69,1025
Ung Jo,Ung Jo,male,60,19267
Ryong Guk,Ryong Guk,male,73,75
Kang Ho,Kang Ho,male,100,6
Kyong Jun,Kyong Jun,male,88,6862
Jong Gwan,Jong Gwan,male,100,2
Il Ryong,Il Ryong,male,93,2726
Chung Gol,Chung Gol,male,77,1813
Chol Su,Chol Su,female,68,4359
Chang Uk,Chang Uk,male,100,4
Kil Son,Kil Son,male,86,4362
Il Guk,Il Guk,male,92,2741
Chun Bok,Chun Bok,male,75,1126
Hyok,Hyok,male,89,9
Chol Gu,Chol Gu,male,75,740
Song Ho,Song Ho,male,100,2
Yong Su,Yong Su,male,100,9
Sang Gon,Sang Gon,male,100,3
Chon Gyun,Chon Gyun,male,58,371
Song,Song,male,100,74
Jae-in,Jae-In,male,86,7
Nak-yon,Nak-Yon,male,87,887
Nam-ki,Nam-Ki,male,77,6654
Eun-hae,Eun-Hae,female,65,485
Hyeon-soo,Hyeon-Soo,male,54,1200
Yang-woo,Yang-Woo,male,69,4909
Jae-kap,Jae-Kap,male,76,1753
Myung-rae,Myung-Rae,female,80,1420
Kyung-wha,Kyung-Wha,male,72,283
Jung-ok,Jung-Ok,male,73,2511
Neung-hoo,Neung-Hoo,male,73,775
Young,Young,male,100,51
Hyun-mee,Hyun-Mee,male,63,2415
Kyeong-doo,Kyeong-Doo,male,67,388
Seong-hyeok,Seong-Hyeok,male,93,310
Ki-young,Ki-Young,male,100,12
Young-sun,Young-Sun,male,100,9
Yun-mo,Yun-Mo,male,75,9618
Yeon-chul,Yeon-Chul,male,66,406
Young-min,Young-Min,male,100,36
Hoon,Hoon,male,97,582
Eui-yong,Eui-Yong,male,86,2291
Ju-yeol,Ju-Yeol,male,53,5011
Soo-hyuck,Soo-Hyuck,male,53,1116
Hyun,Hyun,male,82,1161
Ramush,Ramush,male,96,46
Behgjet,Behgjet,female,75,4
Dardan,Dardan,male,95,699
Enver,Enver,male,97,4838
Dalibor,Dalibor,male,99,3217
Nenad,Nenad,male,99,4360
Kujtim,Kujtim,male,96,686
Valdrin,Valdrin,male,97,205
Shyqyri,Shyqyri,male,100,16
Albena,Albena,female,97,255
Dhurata,Dhurata,female,95,42
Bedri,Bedri,male,96,1100
Uran,Uran,male,92,155
Pal,Pal,male,82,914
Besim,Besim,male,96,1545
Bejtush,Bejtush,male,100,22
Abelard,Abelard,male,98,44
Rrustem,Rrustem,male,96,50
Skender,Skender,male,97,509
Mahir,Mahir,male,97,4999
Bajram,Bajram,male,97,636
Vlora,Vlora,female,95,386
al-Ahmad al-Jabir al-Sabah,Al-Ahmad,male,97,2697
al-Hamad al-Sabah,Al-Hamad,male,96,1251
al-Jarrah al-Sabah,Al-Jarrah,male,91,330
Abd al-Muhsin al,Abd Al,male,90,288
Rashid Abd al-Muhsin al,Rashid Abd Al,male,92,367
Muhammad al,Muhammad Al,male,93,419
Nasser Abdallah al-Roudhan,Nasser Abdallah,male,99,863
Isa Ahmad al,Isa Ahmad Al,male,97,2709
Mohammad Abdulatif al,Mohammad Abdulatif Al,male,97,1280
Anas al-Khalid al,Anas Al,male,91,324
Jamal Mansour al,Jamal Mansour Al,male,93,564
Abdallah al-Mubarak al-Sabah,Abdallah,male,99,153
Faleh Abdullah,Faleh Abdullah,male,98,1670
Abdelmohsen Hamad al-Marzuq,Hamad,male,97,1024
Abdulrahman Abdulkareem,Abdulrahman Abdulkareem,male,100,219
Yaqub al,Yaqub Al,male,88,231
Sabeeh Barak al-Sabeeh,Barak,male,100,24
Yasir,Yasir,male,96,28
Faleh Abdullah Ali,Faleh Abdullah Ali,male,98,5958
Sabih al-Sabih,Sabih,male,100,4
al-Abdallah al-Jabir al-Sabah,Al-Abdallah,male,93,380
Mansur Ayad al,Mansur Ayad Al,male,89,248
Sooronbay,,,,
Mukhammedkalyy,,,,
Kubatbek,Kubatbek,male,100,2
Jengish,,,,
Altynay,Altynay,female,100,4
Zamirbek,Zamirbek,male,100,5
Samat,Samat,male,97,32
Erkinbek,Erkinbek,male,75,4
Azamat,Azamat,male,100,96
Sanjar,Sanjar,male,100,12
Kanybek,Kanybek,male,100,9
Nurbolot,Nurbolot,male,100,2
Baktygul,Baktygul,female,100,14
Chynggyz,,,,
Kosmosbek,,,,
Kashkar,,,,
Ulukbek,Ulukbek,male,100,6
Janat,Janat,female,75,4
Erlis,Erlis,male,77,77
Dastan,Dastan,male,100,23
Orozbek,Orozbek,male,75,4
Otkurbek,Otkurbek,male,75,4
Tolkunbek,Tolkunbek,male,100,2
Bolot,Bolot,male,100,3
Mirgul,Mirgul,female,100,5
Vorachit,Vorachit,male,100,4
Viphavan,,,,
Sisoulit,,,,
Chitmani,,,,
Siphandon,,,,
Douangdi,,,,
Thikeo,,,,
Lachanthaboun,,,,
Inthilat,,,,
Kommasit,,,,
Sounvileut,,,,
Phonsena,,,,
Vongdala,Vongdala,female,75,4
Santivong,,,,
Xaisompheng,,,,
Chan-gnalat,Chan,male,69,13
Keomixai,,,,
Sihavong,,,,
Lakhamfong,,,,
Sinthavong,,,,
Phomphiphak,Phomphiphak,female,75,4
Kittikhoun,,,,
Sangsomsak,,,,
Yiapaoheu,,,,
Boupphanouvong,,,,
Phongthadi,,,,
Sithphaxay,,,,
Xaignavong,,,,
Phansoulivong,,,,
Egils,Egils,male,100,71
Krisjanis,Krisjanis,male,89,19
Janis,Janis,male,99,761
Artis,Artis,male,100,149
Kaspars,Kaspars,male,100,404
Nauris,Nauris,male,100,84
Ralf,Ralf,male,100,3
Ilga,Ilga,female,99,75
Juris,Juris,male,99,552
Edgars,Edgars,male,99,553
Ilze,Ilze,female,98,602
Sandis,Sandis,male,99,92
Talis,Talis,male,100,4
Ramona,Ramona,female,100,49
Ilmars,Ilmars,male,100,37
Maris,Maris,male,92,279
Andrejs,Andrejs,male,100,309
Michel,Michel,male,98,814
Sa'ad al,Saad Al,male,100,3
Ghassan,Ghassan,male,98,509
Hasan al,Hasan Al,male,100,5
Ilyas,Ilyas,male,75,4
Akram,Akram,male,98,136
Nada al,Nada Al,female,100,3
Fadi,Fadi,male,97,2343
Ali Hasan,Ali Hasan,male,97,8052
Gibran,Gibran,male,75,4
Wael,Wael,male,98,909
Raya Hafar al,Raya Al,male,69,85
Camille,Camille,male,91,35
Jamil,Jamil,male,99,237
Awadis,Awadis,male,75,4
Yusif,Yusif,male,75,4
May,May,female,97,145
Hasan,Hasan,male,98,909
Violette Khayrallah al,Violette Khayrallah Al,male,81,75
Riad,Riad,male,98,145
Gabriel Naoum,Gabriel Naoum,male,99,69
Amal,Amal,female,96,275
Letsie,Letsie,male,100,4
Thomas Motsoahae,Thomas,male,100,3
Mahala,Mahala,female,76,105
Thesele,Thesele,male,75,4
Sentje,,,,
Tlohelang,,,,
Ntoi,Ntoi,male,75,4
Moeketsi,Moeketsi,male,100,26
Lesego,Lesego,male,75,4
Mamotsie,Mamotsie,female,75,4
Mahali,Mahali,female,75,4
Nkaku,,,,
Mokhele,Mokhele,male,100,7
Keketso,Keketso,male,73,11
Habofanoe,Habofanoe,male,75,4
Joang,Joang,male,100,2
Maliehe Prince,Prince,male,100,6
Chalane,Chalane,unknown,50,8
Matebatso,Matebatso,female,75,4
Motloho,,,,
Tefo,Tefo,male,100,7
Samonyane,Samonyane,male,75,4
Rets'elisitsoe Adelaide,Retselisitsoe,male,74,19
Sankatana Gabriel,Gabriel,male,100,3
Nkopane Raseeng,Nkopane,male,75,8
Ellen,Ellen,female,100,5
Selau,Selau,male,100,2
Axel,Axel,male,98,15264
Boima,Boima,male,100,3
Marjon,Marjon,female,89,306
Berniece,Berniece,female,100,15
Lenn Eugene,Eugene,male,100,10
Henrique,Henrique,male,100,2
Neto Zarzar,Neto Zarzar,male,98,1655
Brownie,Brownie,female,52,237
Frederick,Frederick,male,100,12
William Gyude,William,male,100,47
Charles Saah,Charles Saah,male,100,54
Clarence,Clarence,male,93,15
Milton,Milton,male,100,6
Lewis,Lewis,male,100,3
Fayiz al,Al,male,93,15
Abdel Salam,Abdel Salam,male,94,17
Musa al,Musa Al,male,93,29
Fathi al,Fathi Al,male,97,133
Ali Faraj al,Ali Faraj Al,male,98,910
Omar al,Omar Al,male,100,2
Muhammad al-Tahir Hammuda,Muhammad,male,100,28
Fathi,Fathi,male,97,118
Wafa,Wafa,female,97,33
Elmahdi,Elmahdi,male,99,129
Mauro,Mauro,male,100,2
Dominique,Dominique,male,75,4
Georg,Georg,male,75,4
Kurt,Kurt,male,100,4
Gitanas,Gitanas,male,100,7
Saulis,Saulis,male,100,3
Andrius,Andrius,male,100,798
Mindaugas,Mindaugas,male,100,782
Virginijus,Virginijus,male,100,115
Algirdas,Algirdas,male,100,253
Zygimantas,Zygimantas,male,100,21
Kestutis,Kestutis,male,100,218
Vilius,Vilius,male,100,149
Linas,Linas,male,100,360
Aurelijius,,,,
Rita,Rita,female,99,641
Elvinas,Elvinas,male,100,7
Raimundas,Raimundas,male,99,119
Jaroslav,Jaroslav,male,100,32
Vitas,Vitas,male,100,40
Rolandas,Rolandas,male,100,289
Audra,Audra,female,100,100
Henri,Henri,male,100,44
Xavier,Xavier,male,98,46
Etienne,Etienne,male,92,13
Fernand,Fernand,male,96,48
Claude,Claude,male,98,243
Carole,Carole,female,97,90
Lydia,Lydia,female,100,15
Corinne,Corinne,female,100,42
Romain,Romain,male,100,143
Sylvie,Sylvie,female,94,109
Andry,Andry,male,95,471
Lucien Fanomezantsoa,Lucien Fanomezantsoa,male,97,61
Lalatiana Andriantogarivo,Lalatiana,female,86,29
Vonjy,Vonjy,male,76,33
Alexandre,Alexandre,male,92,26
Naina,Naina,male,95,42
Blanche Nirina,Nirina,female,56,285
Landisoa,Landisoa,female,100,2
Tianarivelo,Tianarivelo,male,100,2
Jacques,Jacques,male,98,50
Fidinarivo,Fidinarivo,female,75,4
Leon Richard,Leon Richard,male,97,76
Marie Therese,Marie Therese,female,98,217
Irmah Lucien,Lucien,male,97,33
Julio,Julio,male,100,36
Hajo,Hajo,male,94,325
Joel,Joel,male,100,31
Tinoka,Tinoka,male,100,2
Everton Hebert,Everton,male,100,2
Kondwani,Kondwani,male,95,103
Dr  Susuwele,Dr,male,75,4
Francis,Francis,male,100,105
Mary Thom,Mary Thom,female,80,54
Jappie,Jappie,male,97,66
Nicholas,Nicholas,male,100,13
Ibrahim Salim,Ibrahim Salim,male,100,18
Bright,Bright,male,100,69
Martha Lunji Mhone,Martha,female,98,50
Symon Vuwa,Symon,male,100,16
Benson Malunga,Benson,male,93,15
Bintony,,,,
Ralph,Ralph,male,100,13
Dalitso,Dalitso,male,80,35
Edward,Edward,male,100,75
Perks,Perks,male,80,10
Al-Sultan  Ri'ayatuddin Al-Mustafa Billah Shah,Shah,male,96,811
bin Mohamad,Bin Mohamad,male,99,993
Wan Ismail,Wan Ismail,male,100,4
Ayub,Ayub,male,97,30
Singh Deo,Singh Deo,male,100,16
Sabu,Sabu,male,75,4
Nasution Ismail,Ismail,male,98,319
Mohamed  Ali,Mohamed Ali,male,98,1297
Malik,Malik,male,99,74
Bee Yin,Bee Yin,female,70,319
Mohd  Md Yusof,Mohd Md Yusof,male,99,4143
Abdul Samad,Abdul Samad,male,100,4
Guan Eng,Guan Eng,male,79,139
Yassin,Yassin,male,100,6
Kamaruddin,Kamaruddin,male,97,38
Murugeson,Murugeson,male,75,4
Ignatius Dorell,Ignatius,male,100,18
Teresa  Suh Sim,Teresa Sim,male,51,228
Mohd Harun,Mohd Harun,male,99,3863
Ketapi,,,,
Anthony  Siew Fook,Anthony Siew Fook,male,80,495
Jayakumar Arulanandam,Jayakumar,male,100,7
Bian,Bian,male,100,2
Syed Abdul Rahman,Syed Abdul Rahman,male,100,2
Vui Keong,Vui Keong,male,93,84
Mohd Yunus,Mohd Yunus,male,100,7
Mohd Zabidi,Mohd Zabidi,male,99,3824
Syed Mohd  Tengku Hussin,Syed Mohd Tengku Hussin,male,98,4515
Ibrahim  Ibu  Mohamed,Ibrahim Ibu Mohamed,male,99,1839
Faisal,Faisal,male,100,16
Yumna,Yumna,female,100,5
Mohamed Maleeh,Mohamed,male,99,1357
Mariya Ahmed,Mariya Ahmed,male,98,1194
Fayyaz,Fayyaz,male,98,467
Aishath,Aishath,female,98,299
Rasheed Hassan,Rasheed Hassan,male,99,303
Zaha,Zaha,female,100,2
Abdulla,Abdulla,male,99,344
Shidhatha,,,,
Aminath,Aminath,female,98,239
Iruthisham,,,,
Thilmeeza,,,,
Ibrahim Boubacar,Ibrahim Boubacar,male,98,1425
Soumeylou Boubeye,Soumeylou,male,75,4
Safia,Safia,female,75,8
Nango,Nango,male,100,3
Al Hassan Ag Ahmed,Al Hassan Ag Ahmed,male,98,133
Nina  Intalou,Nina,female,93,14
diaye Ramatoulaya,Diaye,male,77,13
Tiemoko,Tiemoko,male,100,38
Arouna Modibo,Arouna Modibo,male,99,468
Boubou,Boubou,male,100,43
Sambou,Sambou,male,96,26
Aida   bo,Aida Bo,female,93,30
Kamissa,Kamissa,female,92,13
Samba Ousmane,Samba Ousmane,male,99,985
Mohamed Moustapha,Mohamed Moustapha,male,100,2
Moulaye Ahmed,Moulaye Ahmed,male,100,2
Traore Seynabou,Traore Seynabou,male,77,348
Assetou Foune Samake,Assetou Foune Samake,female,67,156
Tiena,Tiena,female,96,26
Diarra Raky,Diarra,male,81,190
Kane Rokia,Kane Rokia,female,87,103
Yaya,Yaya,male,99,267
Hawa Baba Ba,Hawa Baba Ba,male,52,499
Abinou,,,,
Adama Tiemoko,Adama Tiemoko,male,96,896
Diakite Aissata,Diakite Aissata,female,80,321
Thierno Amadou Omar Hass,Thierno Amadou Omar,male,99,1012
Salif,Salif,male,99,212
Lassine,Lassine,male,98,100
Mohamed Ag,Mohamed Ag,male,100,18
Soumana Mory,Soumana Mory,male,99,88
Mahamadou,Mahamadou,male,99,569
Marie-Louise,Marie-Louise,female,97,73
Christopher,Christopher,male,97,79
Chris,Chris,male,97,256
Evarist,Evarist,male,99,73
Helena,Helena,female,100,6
Carmelo,Carmelo,male,94,36
Justyne,Justyne,female,94,120
Konrad,Konrad,male,100,8
Clive,Clive,male,100,26
Hilda,Hilda,female,98,4056
Wilbur,Wilbur,male,97,220
Brenson,Brenson,male,100,7
Kalani,Kalani,male,75,4
Amenta,Amenta,unknown,50,6
Tony,Tony,male,100,2
Alfred  Jr,Alfred,male,100,3
Ann Marie,Ann Marie,female,99,586
Amatlain Elizabeth,Elizabeth,female,99,44677
Mohamed Ould Abdel,Mohamed Ould Abdel,male,98,525
Mohamed Salem Ould,Mohamed Salem Ould,male,100,2
Khadijetou Mbareck,Khadijetou,female,100,13
Sidi Mohamed Ould,Sidi Mohamed Ould,male,98,690
Mokhtar Ould,Mokhtar Ould,male,100,42
Seyedna Ali Ould Mohamed,Ali Ould Mohamed,male,99,555
Amedi,Amedi,male,75,4
Amal Mint,Amal Mint,female,100,5
Yahya Ould,Yahya Ould,male,100,86
Ismail Ould Cheikh,Ismail Ould Cheikh,male,99,257
Nani Ould,Ould,male,100,32
Sidi Ould,Sidi Ould,male,98,215
Ahmedou Ould,Ahmedou Ould,male,88,8
Ahmed Ould Ehil,Ahmed Ould,male,98,294
Moctar Malal,Moctar Malal,male,98,57
Mohamed Ould Cheikh El,Mohamed Ould Cheikh El,male,99,722
Naha Mint Hamdi Ould,Naha Mint Hamdi Ould,male,87,46
Mohamed Abdel,Mohamed Abdel,male,98,493
Lemina Mint El Ghotob Ould,Lemina Mint El Ghotob Ould,male,89,56
Mariem Mint,Mariem Mint,female,98,41
Djindah Mohamed El Moustapha,Mohamed El Moustapha,male,99,544
Zeinebou Mint Ely,Zeinebou Mint Ely,male,80,45
Mohamed Ould,Mohamed Ould,male,100,13
Najwa,Najwa,female,75,4
Mohamed Lemine Ould,Mohamed Lemine Ould,male,100,4
Abdel Aziz,Abdel Aziz,male,100,8
Prithvirajsing,,,,
Pravind,Pravind,male,100,7
Anerood,,,,
Showkutally,,,,
Mahen,Mahen,male,100,32
Pradeep,Pradeep,male,100,14
Eddy,Eddy,male,98,44
Ashit,Ashit,male,75,4
Leela Devi,Leela Devi,female,100,14
Sunil,Sunil,male,100,35
Renganaden,Renganaden,male,75,4
Sudhir,Sudhir,male,100,12
Premdut,,,,
Nandcoomar,,,,
Fazila,Fazila,female,100,2
Anwar,Anwar,male,95,21
Soodesh,Soodesh,male,67,3
Nandocoomar,,,,
Alain,Alain,male,99,101
Yogida,,,,
Anil,Anil,male,100,48
Stephan,Stephan,male,95,58
Ravi,Ravi,male,100,128
Ramesh Basant,Ramesh,male,100,14
Sooroojdev,,,,
Jagdish,Jagdish,male,83,6
Andres Manuel,Andres Manuel,male,100,5
Roman  Falcon,Falcon,male,100,3
Victor  Arambula,Victor,male,100,3255
Javier  Espriu,Javier,male,100,3733
Alejandra  Guerrero,Alejandra Guerrero,female,97,3275
Graciela  Colin,Graciela Colin,female,91,336
Rocio  Garcia,Rocio Garcia,female,98,1016
Victor Manuel,Victor Manuel,male,100,550
Arturo  Gutierrez,Arturo Gutierrez,male,99,3199
Marcelo  Casaubon,Marcelo,male,100,263
Olga  Cordero,Olga Cordero,female,97,292
Jorge Carlos  Varela,Jorge Carlos,male,100,15490
Luisa Maria  Lujan,Luisa Maria Lujan,female,98,2056
Luis Cresencio,Luis Cresencio,male,100,7178
Jose Rafael  Duran,Jose Rafael Duran,male,99,6962
Esteban,Esteban,male,99,654
Irma Erendira,Irma Erendira,female,100,457
Alfonso  Montano,Alfonso Montano,male,100,1237
Miguel  Marques,Miguel Marques,male,99,4220
Maria Luisa  Gonzalez,Maria Luisa Gonzalez,female,97,2065
Alejandro  Manero,Alejandro,male,100,6725
Alejandro  de Leon,Alejandro de Leon,male,100,6898
Martha  Coqui,Martha Coqui,female,99,1130
Juan Ramon    Ramirez,Juan Ramon Ramirez,male,99,5100
Yosiwo,,,,
Lorrie,Lorrie,female,96,561
Kalwin,Kalwin,male,100,2
Kandhi,Kandhi,male,64,11
Livinson,Livinson,male,100,3
Joses,Joses,male,97,76
Marion,Marion,female,95,26832
Carlson,Carlson,male,96,138
Wesley,Wesley,male,99,13241
Akillino Harris,Harris,male,97,2088
Jane,Jane,female,97,30423
Ion,Ion,male,99,715
Sergiu,Sergiu,male,100,628
Alexandru,Alexandru,male,99,396
Victor,Victor,male,99,501
Anatol,Anatol,male,100,64
Corneliu,Corneliu,male,100,20
Aurel,Aurel,male,98,48
Viorica,Viorica,female,98,145
Fadei,Fadei,male,67,6
Gilles,Gilles,male,100,6
Marie-Pierre,Marie-Pierre,female,60,55
Maguy,Maguy,female,100,2
Isabelle,Isabelle,female,100,16
Khaltmaa,Khaltmaa,female,75,4
Ukhnaa,Ukhnaa,female,75,4
Ulziisaikhan,Ulziisaikhan,male,100,2
Gombojav,Gombojav,unknown,50,2
Khavdislam,,,,
Nyamaa,Nyamaa,unknown,50,6
Tsedenbal,,,,
Tserenpil,,,,
Namsrai,Namsrai,female,75,4
Chimed,Chimed,male,75,4
Batjargal,Batjargal,male,91,32
Damdin,Damdin,male,67,3
Davaajantsan,,,,
Tsend,Tsend,female,57,7
Sodnom,Sodnom,male,100,2
Dolgorsuren,Dolgorsuren,female,100,9
Jadamba,Jadamba,male,100,4
Miyegombo,,,,
Bayartsaikhan,,,,
Yondon,Yondon,female,75,4
Sukhee,Sukhee,male,100,2
Milo,Milo,male,100,7
Dusko,Dusko,male,100,34
Rafet,Rafet,male,100,3
Milutin,Milutin,male,100,13
Dragica,Dragica,female,92,13
Srdjan,Srdjan,male,100,57
Kenan,Kenan,male,100,15
Mehmed,Mehmed,male,100,5
Mevludin,Mevludin,male,95,99
Suzana,Suzana,female,100,25
Sanja,Sanja,female,98,93
Nikola,Nikola,male,100,303
Pavle,Pavle,male,100,17
Osman,Osman,male,100,9
Marjia,Marjia,female,92,13
Nebojsa,Nebojsa,male,100,42
Zeljko,Zeljko,male,99,120
Mohammed,Mohammed,male,98,7673
Saad Eddine al,Saad Eddine Al,male,97,3794
Aziz,Aziz,male,97,9887
Mohamed Amine,Mohamed Amine,male,98,461
Nasser,Nasser,male,96,326
Fatema,Fatema,female,98,41
El Hossein,El Hossein,male,83,1186
Lahcen,Lahcen,male,98,1846
Nabil,Nabil,male,97,6581
Moulay Hafid,Moulay Hafid,male,100,4
Mustafa,Mustafa,male,98,1201
Abdesslam,Abdesslam,male,97,113
Anis,Anis,male,97,344
Rachid,Rachid,male,97,17570
Mohand,Mohand,male,97,35
Bassima,Bassima,female,97,29
Abdellah,Abdellah,male,98,3876
Mohammed,Mohammed,male,98,7673
Lahbib,Lahbib,male,97,158
Driss,Driss,male,98,4705
Idriss Azami,Idriss Azami,male,97,435
Hakima,Hakima,female,98,680
Charafat,,,,
Mbarka,Mbarka,female,100,45
Soumiya,Soumiya,female,100,120
Mamoun,Mamoun,male,99,95
Mohamed Najib,Mohamed Najib,male,100,6
Draiss,Draiss,male,100,2
Abdeladim,Abdeladim,male,98,86
Abdellatif,Abdellatif,male,98,1896
Lalla  Alaoui,Lalla Alaoui,male,56,726
Filipe Jacinto,Filipe Jacinto,male,100,2
Carlos Agostinho,Carlos Agostinho,male,99,900
Higino,Higino,male,96,27
Silva,Silva,male,96,57
Atanasio Salvador,Atanasio Salvador,male,100,109
Adriano,Adriano,male,100,83
Conceita,,,,
Ernesto Max,Ernesto Max,male,99,200
Cidalia Manuel Chauque,Cidalia Manuel Chauque,male,94,611
Nazira Karimo Vali,Nazira Vali,female,71,7
Jaime,Jaime,male,99,239
Joaquim,Joaquim,male,100,301
Vitoria Dias,Vitoria Dias,male,63,35
Celso,Celso,male,99,285
Carmelita Rita,Rita,female,96,53
Jorge Penicela,Jorge Penicela,male,98,433
Agostinho,Agostinho,male,100,139
Eusebio Lambo,Eusebio,male,100,39
Adelaide Anchia,Adelaide Anchia,female,98,55
Beatriz da Consolacao Mateus,Beatriz Da Mateus,male,72,185
Rogerio,Rogerio,male,98,120
Hage,Hage,male,100,2
Nangola,,,,
Saara,Saara,female,96,24
Netumbo,,,,
Alpheus,Alpheus,male,100,3
